timestamp,temperature,distance,battery,humidity
01-09-2025 00:00,22.53774407,182.7774021,23.03979755,56.47402143
01-09-2025 00:01,27.13275642,170.7493228,30.40639038,55.82625441
01-09-2025 00:02,23.59841379,66.68221228,41.99636895,43.76664419
01-09-2025 00:03,14.51736969,99.77926059,27.38949765,66.15674888
01-09-2025 00:04,32.26294416,185.5720183,40.7515037,57.97391703
01-09-2025 00:05,21.85787369,138.1502492,73.17246592,66.44854725
01-09-2025 00:06,24.82419648,140.7810925,83.03810056,47.48449694
01-09-2025 00:07,29.5743408,79.6498624,46.71985291,66.06162691
01-09-2025 00:08,26.18726215,84.11905755,54.74494544,55.39262389
01-09-2025 00:09,24.09204342,53.61387244,50.52704382,42.1588788
01-09-2025 00:10,24.76864285,194.8723229,86.42072794,44.93788917
01-09-2025 00:11,26.88160839,188.6389411,61.00283875,64.20725926
01-09-2025 00:12,22.79397209,122.6518079,17.31953362,37.01841064
01-09-2025 00:13,28.92533962,100.6109335,23.07662537,41.8755701
01-09-2025 00:14,23.8330417,192.7301121,64.77968704,35.91171827
01-09-2025 00:15,23.63722715,173.6265939,90.25086123,72.27825255
01-09-2025 00:16,26.70573748,158.7777109,66.63822682,38.37244696
01-09-2025 00:17,35.25617116,102.7752388,89.75265044,41.14360359
01-09-2025 00:18,27.27808385,122.6203065,32.08354442,61.17639774
01-09-2025 00:19,28.55371144,62.00851854,24.67408879,33.38328681
01-09-2025 00:20,29.36626101,91.02637917,64.82318597,50.04762197
01-09-2025 00:21,27.73277694,114.2625811,57.12895686,34.24924248
01-09-2025 00:22,26.64577965,112.6196838,21.48406634,45.50527384
01-09-2025 00:23,27.25348768,195.4872539,23.14526298,48.25627909
01-09-2025 00:24,27.11411587,196.847317,42.33189405,22.50922588
01-09-2025 00:25,32.57771478,68.59472345,24.88461262,65.73053227
01-09-2025 00:26,20.16494823,125.0796027,30.34138164,65.82693886
01-09-2025 00:27,30.72014136,186.3012442,95.65346335,55.49932565
01-09-2025 00:28,22.17061831,177.1043934,57.97269959,53.22167769
01-09-2025 00:29,26.45125993,61.07145868,16.69078556,45.04351113
01-09-2025 00:30,18.73918056,161.8739683,45.79502434,67.02916884
01-09-2025 00:31,25.44650255,70.21631689,15.34479033,21.9490026
01-09-2025 00:32,20.54987346,53.39469042,42.43031501,78.05675662
01-09-2025 00:33,30.85490312,93.0818723,75.54307614,75.39910146
01-09-2025 00:34,26.41702596,147.2679472,82.14226884,75.08987127
01-09-2025 00:35,32.56842893,178.7320347,68.61090431,45.73663499
01-09-2025 00:36,29.32586573,124.511228,68.39605253,44.92947519
01-09-2025 00:37,23.67579116,106.5583422,67.35435422,41.70410485
01-09-2025 00:38,27.18243995,182.2711046,99.99695748,23.98449084
